,BZCAT5 Source name,RA (J2000.0),Dec (J2000.0)
2207,5BZQJ1350+3034,13 50 52.74,+30 34 53.61
2208,5BZQJ1351+0031,13 51 04.45,+00 31 19.3
2209,5BZQJ1351+0830,13 51 16.92,+08 30 39.88
2210,5BZBJ1351+1114,13 51 20.85,+11 14 53.08
2211,5BZUJ1351-2912,13 51 46.84,-29 12 17.71
2212,5BZBJ1351+5542,13 51 58.19,+55 42 11.08
2213,5BZBJ1352-4412,13 52 56.52,-44 12 40.39
2214,5BZUJ1353+0443,13 53 05.53,+04 43 38.71
2215,5BZGJ1353+3741,13 53 14.09,+37 41 13.99
2216,5BZBJ1353+1435,13 53 22.84,+14 35 39.3
2217,5BZQJ1353+7532,13 53 23.15,+75 32 57.69
2218,5BZBJ1353+5600,13 53 28.04,+56 00 56.98
2219,5BZQJ1353+4310,13 53 41.71,+43 10 52.49
2220,5BZQJ1353+0151,13 53 51.58,+01 51 53.89
2221,5BZQJ1354-0206,13 54 06.9,-02 06 03.2
2222,5BZBJ1354+3706,13 54 26.7,+37 06 54.61
2223,5BZBJ1354+0622,13 54 44.21,+06 22 48.1
2224,5BZQJ1354-1041,13 54 46.51,-10 41 02.68
2225,5BZGJ1356-3421,13 56 05.39,-34 21 10.9
2226,5BZQJ1356+4136,13 56 07.37,+41 36 15.4
2227,5BZQJ1356-1101,13 56 46.83,-11 01 29.2
2228,5BZQJ1357+1919,13 57 04.43,+19 19 07.39
2229,5BZQJ1357-1744,13 57 06.06,-17 44 01.89
2230,5BZQJ1357-1527,13 57 11.23,-15 27 28.8
2231,5BZBJ1357-0146,13 57 12.95,-01 46 00.58
2232,5BZBJ1357+0128,13 57 38.69,+01 28 13.69
2233,5BZQJ1357+7643,13 57 55.37,+76 43 21.1
2234,5BZQJ1359+5544,13 59 05.74,+55 44 29.4
2235,5BZBJ1359-0200,13 59 22.68,-02 00 10.58
2236,5BZQJ1359+0159,13 59 27.14,+01 59 54.59
2237,5BZQJ1359+4011,13 59 38.09,+40 11 38.29
2238,5BZBJ1359-3746,13 59 49.7,-37 46 00.69
2239,5BZQJ1359+1436,13 59 59.7,+14 36 33.29
2240,5BZQJ1400-1858,14 00 03.86,-18 58 11.1
2241,5BZQJ1400+0425,14 00 48.43,+04 25 30.9
2242,5BZQJ1401-0916,14 01 05.33,-09 16 31.58
2243,5BZBJ1401+5209,14 01 21.12,+52 09 28.9
2244,5BZQJ1401-3004,14 01 34.92,-30 04 36.91
2245,5BZBJ1401+3611,14 01 38.71,+36 11 21.91
2246,5BZQJ1401+5835,14 01 45.7,+58 35 42.28
2247,5BZQJ1402-2822,14 02 02.39,-28 22 25.1
2248,5BZQJ1402-3334,14 02 41.4,-33 34 09.01
2249,5BZBJ1402+1559,14 02 44.51,+15 59 56.61
2250,5BZQJ1404-0013,14 04 12.11,-00 13 25.1
2251,5BZGJ1404+2701,14 04 36.79,+27 01 41.08
2252,5BZQJ1404-0130,14 04 45.9,-01 30 21.99
2253,5BZBJ1404+6554,14 04 49.56,+65 54 31.6
2254,5BZBJ1404+0402,14 04 50.89,+04 02 02.18
2255,5BZQJ1405+0415,14 05 01.12,+04 15 35.78
2256,5BZQJ1405-1440,14 05 32.87,-14 40 18.29
2257,5BZQJ1406-0848,14 06 00.7,-08 48 06.91
2258,5BZBJ1406+1236,14 06 30.17,+12 36 20.41
2259,5BZBJ1406-3935,14 06 30.29,-39 35 10.39
2260,5BZBJ1406+5308,14 06 42.73,+53 08 33.89
2261,5BZQJ1406+3433,14 06 53.84,+34 33 37.29
2262,5BZBJ1406+1642,14 06 59.18,+16 42 07.81
2263,5BZGJ1407+2827,14 07 00.38,+28 27 14.68
2264,5BZGJ1407-2701,14 07 29.75,-27 01 04.29
2265,5BZQJ1407-3431,14 07 54.91,-34 31 28.3
2266,5BZQJ1408+6854,14 08 19.07,+68 54 50.79
2267,5BZQJ1408-2900,14 08 49.61,-29 00 23.61
2268,5BZQJ1408-0752,14 08 56.47,-07 52 26.68
2269,5BZBJ1409+1352,14 09 19.0,+13 52 40.0
2270,5BZBJ1409+5939,14 09 23.48,+59 39 40.6
2271,5BZQJ1409-2657,14 09 50.16,-26 57 37.0
2272,5BZBJ1410+0515,14 10 03.9,+05 15 57.7
2273,5BZBJ1410+0203,14 10 04.66,+02 03 06.91
2274,5BZBJ1410+2820,14 10 29.56,+28 20 55.6
2275,5BZBJ1410+6100,14 10 30.83,+61 00 12.81
2276,5BZQJ1410+0731,14 10 35.08,+07 31 21.5
2277,5BZBJ1411+7424,14 11 34.66,+74 24 29.69
2278,5BZBJ1411+3404,14 11 40.54,+34 04 24.31
2279,5BZQJ1411+4239,14 11 59.72,+42 39 50.4
2280,5BZQJ1413+4505,14 13 18.87,+45 05 22.99
2281,5BZQJ1413+5305,14 13 24.27,+53 05 26.98
2282,5BZGJ1413+4339,14 13 43.75,+43 39 45.1
2283,5BZGJ1414+3430,14 14 09.27,+34 30 57.7
2284,5BZQJ1414+3928,14 14 46.65,+39 28 18.58
2285,5BZQJ1415+0832,14 15 09.91,+08 32 05.38
2286,5BZQJ1415-0955,14 15 20.82,-09 55 58.29
2287,5BZBJ1415+4830,14 15 36.79,+48 30 30.49
2288,5BZUJ1415+1320,14 15 58.81,+13 20 23.71
2289,5BZBJ1416-2418,14 16 12.17,-24 18 13.39
2290,5BZQJ1416+1242,14 16 28.66,+12 42 13.6
2291,5BZQJ1416-2131,14 16 42.3,-21 31 54.98
2292,5BZQJ1417+4607,14 17 08.15,+46 07 05.41
2293,5BZQJ1417+2644,14 17 30.41,+26 44 57.01
2294,5BZQJ1417+3818,14 17 40.43,+38 18 21.09
2295,5BZBJ1417+2543,14 17 56.68,+25 43 26.18
2296,5BZBJ1418-0233,14 18 26.32,-02 33 34.09
2297,5BZQJ1418-3509,14 18 58.91,-35 09 42.51
2298,5BZBJ1419+7732,14 19 00.3,+77 32 29.29
2299,5BZUJ1419-0838,14 19 22.55,-08 38 31.88
2300,5BZBJ1419+0445,14 19 27.48,+04 45 13.78
2301,5BZBJ1419+5423,14 19 46.6,+54 23 14.78
2302,5BZQJ1419+3821,14 19 46.61,+38 21 48.49
2303,5BZQJ1419+2706,14 19 59.29,+27 06 25.59
2304,5BZBJ1420+0614,14 20 13.68,+06 14 28.78
2305,5BZQJ1420+4624,14 20 20.68,+46 24 40.89
2306,5BZQJ1420+1703,14 20 20.88,+17 03 29.19
2307,5BZQJ1420+1205,14 20 48.0,+12 05 45.7
2308,5BZQJ1421+3855,14 21 06.03,+38 55 22.8
2309,5BZQJ1421-0643,14 21 07.75,-06 43 56.38
2310,5BZQJ1421+4645,14 21 23.06,+46 45 47.98
2311,5BZQJ1422+3223,14 22 30.37,+32 23 10.39
2312,5BZBJ1422+5801,14 22 38.88,+58 01 55.48
2313,5BZBJ1423+3737,14 23 04.61,+37 37 30.5
2314,5BZQJ1423+4802,14 23 06.16,+48 02 10.78
2315,5BZQJ1423+5055,14 23 14.18,+50 55 37.3
2316,5BZBJ1423+1412,14 23 30.66,+14 12 47.8
2317,5BZQJ1423-2218,14 23 40.8,-22 18 17.49
2318,5BZQJ1423-7829,14 23 43.55,-78 29 34.9
2319,5BZBJ1424+0434,14 24 09.49,+04 34 52.1
2320,5BZGJ1424+3705,14 24 21.16,+37 05 52.69
2321,5BZBJ1424+3433,14 24 22.9,+34 33 56.8
2322,5BZBJ1424+1449,14 24 36.29,+14 49 10.48
2323,5BZQJ1424+2256,14 24 38.1,+22 56 00.99
2324,5BZBJ1424+3615,14 24 55.49,+36 15 35.99
2325,5BZQJ1425-4604,14 25 10.97,-46 04 53.9
2326,5BZQJ1425-2513,14 25 23.04,-25 13 06.99
2327,5BZBJ1425-0118,14 25 26.16,-01 18 25.81
2328,5BZQJ1425+1424,14 25 49.02,+14 24 56.91
2329,5BZBJ1426+3404,14 26 07.72,+34 04 26.29
2330,5BZQJ1426+3625,14 26 37.08,+36 25 09.58
2331,5BZBJ1426+2415,14 26 45.52,+24 15 23.0
2332,5BZBJ1427+2348,14 27 00.38,+23 48 00.0
2333,5BZGJ1427+5409,14 27 30.27,+54 09 23.68
2334,5BZBJ1427-3305,14 27 41.35,-33 05 31.48
2335,5BZGJ1427+3908,14 27 45.89,+39 08 32.09
2336,5BZQJ1427-4206,14 27 56.29,-42 06 19.4
2337,5BZGJ1428+3912,14 28 13.87,+39 12 18.5
2338,5BZBJ1428+4240,14 28 32.65,+42 40 20.6
2339,5BZBJ1429+1204,14 29 04.61,+12 04 10.19
2340,5BZQJ1429+3529,14 29 10.21,+35 29 46.78
2341,5BZQJ1429+5406,14 29 21.88,+54 06 11.08
2342,5BZQJ1430+1043,14 30 09.73,+10 43 26.9
2343,5BZQJ1430+4204,14 30 23.74,+42 04 36.51
2344,5BZQJ1430+3649,14 30 40.57,+36 49 03.89
2345,5BZBJ1431-4501,14 31 00.49,-45 01 01.48
2346,5BZUJ1431-0052,14 31 13.14,-00 52 38.31
2347,5BZQJ1431+3952,14 31 20.53,+39 52 41.48
2348,5BZQJ1432-1801,14 32 57.68,-18 01 35.18
2349,5BZQJ1433-1548,14 33 21.46,-15 48 44.71
2350,5BZBJ1433+2441,14 33 27.6,+24 41 17.7
2351,5BZQJ1434+4203,14 34 05.69,+42 03 15.98
2352,5BZQJ1434+1952,14 34 39.78,+19 52 00.69
2353,5BZUJ1435+2021,14 35 21.91,+20 21 17.49
2354,5BZGJ1435-0055,14 35 26.88,-00 55 58.9
2355,5BZQJ1435+3012,14 35 35.4,+30 12 24.51
2356,5BZGJ1435+5815,14 35 45.89,+58 15 24.98
2357,5BZQJ1435+3353,14 35 47.62,+33 53 09.6
2358,5BZGJ1436+4129,14 36 27.16,+41 29 32.31
2359,5BZQJ1436+2321,14 36 40.97,+23 21 03.31
2360,5BZQJ1436+6336,14 36 45.79,+63 36 37.9
2361,5BZBJ1436+5639,14 36 57.78,+56 39 24.8
2362,5BZQJ1437+0405,14 37 08.18,+04 05 34.29
2363,5BZBJ1437+4717,14 37 16.14,+47 17 26.3
2364,5BZQJ1437+3618,14 37 18.17,+36 18 59.0
2365,5BZQJ1437+3119,14 37 39.5,+31 19 00.98
2366,5BZQJ1437+3519,14 37 56.46,+35 19 37.09
2367,5BZBJ1437+3002,14 37 58.67,+30 02 07.11
2368,5BZQJ1438-2204,14 38 09.47,-22 04 54.69
2369,5BZQJ1438-3122,14 38 10.79,-31 22 28.48
2370,5BZBJ1438+1204,14 38 25.55,+12 04 18.98
2371,5BZBJ1438+2922,14 38 32.29,+29 22 10.3
2372,5BZQJ1438+3710,14 38 53.61,+37 10 35.39
2373,5BZBJ1439+3932,14 39 17.46,+39 32 42.79
2374,5BZQJ1439+3712,14 39 20.58,+37 12 02.91
2375,5BZQJ1439+5827,14 39 42.84,+58 27 59.18
2376,5BZBJ1439+4603,14 39 46.13,+46 03 11.01
2377,5BZBJ1439+4958,14 39 46.98,+49 58 05.48
2378,5BZBJ1439-1531,14 39 56.87,-15 31 50.59
2379,5BZUJ1440+3820,14 40 22.33,+38 20 13.59
2380,5BZBJ1440+0610,14 40 52.92,+06 10 16.1
2381,5BZQJ1441-3303,14 41 19.88,-33 03 24.4
2382,5BZQJ1441-3456,14 41 23.96,-34 56 45.99
2383,5BZQJ1441-1523,14 41 45.41,-15 23 36.31
2384,5BZQJ1442+3234,14 42 00.13,+32 34 20.31
2385,5BZBJ1442+4348,14 42 07.14,+43 48 36.68
2386,5BZBJ1442+1200,14 42 48.28,+12 00 40.28
2387,5BZBJ1443+2515,14 43 34.39,+25 15 58.21
2388,5BZQJ1443+2501,14 43 56.88,+25 01 44.5
2389,5BZBJ1443-3908,14 43 57.18,-39 08 39.69
2390,5BZQJ1443+6332,14 43 58.6,+63 32 26.41
2391,5BZGJ1444+6336,14 44 34.9,+63 36 06.01
2392,5BZBJ1445-0326,14 45 06.23,-03 26 12.51
2393,5BZUJ1445-1614,14 45 09.58,-16 14 10.71
2394,5BZQJ1445+0958,14 45 16.46,+09 58 36.08
2395,5BZGJ1445+0039,14 45 16.86,+00 39 34.3
2396,5BZBJ1445-1629,14 45 53.38,-16 29 01.6
2397,5BZBJ1446+4127,14 46 32.58,+41 27 29.91
2398,5BZQJ1446+1721,14 46 35.34,+17 21 07.59
2399,5BZBJ1448+3608,14 48 00.58,+36 08 31.7
2400,5BZQJ1448-1620,14 48 15.05,-16 20 24.5
2401,5BZQJ1448+7601,14 48 28.78,+76 01 11.6
2402,5BZUJ1448+0402,14 48 50.35,+04 02 19.89
2403,5BZQJ1448-1122,14 48 51.16,-11 22 15.7
2404,5BZUJ1449+4221,14 49 20.7,+42 21 03.31
2405,5BZGJ1449+2746,14 49 32.69,+27 46 21.61
2406,5BZQJ1449-2139,14 49 39.96,-21 39 24.69
2407,5BZQJ1450+0016,14 50 02.46,+00 16 29.49
2408,5BZQJ1450-3619,14 50 15.65,-36 19 38.2
2409,5BZQJ1450+0910,14 50 31.17,+09 10 27.98
2410,5BZBJ1450+5201,14 50 59.99,+52 01 11.6
2411,5BZQJ1451-2329,14 51 02.51,-23 29 31.09
2412,5BZGJ1451+5800,14 51 11.69,+58 00 03.09
2413,5BZBJ1451+6354,14 51 27.71,+63 54 19.29
2414,5BZQJ1451-0127,14 51 47.4,-01 27 35.31
2415,5BZQJ1453+1036,14 53 01.49,+10 36 17.2
2416,5BZQJ1453+3505,14 53 18.53,+35 05 39.4
2417,5BZQJ1453-2522,14 53 44.21,-25 22 47.49
2418,5BZUJ1453+2648,14 53 53.59,+26 48 33.4
2419,5BZBJ1454+5124,14 54 27.11,+51 24 33.69
2420,5BZQJ1454-3747,14 54 27.41,-37 47 33.1
2421,5BZQJ1454+2955,14 54 32.29,+29 55 58.0
2422,5BZUJ1454-4012,14 54 32.9,-40 12 32.5
2423,5BZQJ1454-2505,14 54 46.69,-25 05 12.51
2424,5BZBJ1455+0250,14 55 07.44,+02 50 40.09
2425,5BZBJ1456+5048,14 56 03.64,+50 48 25.88
2426,5BZQJ1457-3539,14 57 26.7,-35 39 10.0
2427,5BZUJ1457+0749,14 57 38.13,+07 49 54.69
2428,5BZQJ1457-2819,14 57 44.59,-28 19 21.0
2429,5BZBJ1458+4832,14 58 27.35,+48 32 45.99
2430,5BZBJ1458+3720,14 58 44.79,+37 20 21.58
2431,5BZUJ1458+0416,14 58 59.35,+04 16 13.8
2432,5BZUJ1459+7140,14 59 07.57,+71 40 19.88
2433,5BZUJ1459-1810,14 59 28.75,-18 10 45.19
2434,5BZQJ1459+4442,14 59 35.49,+44 42 07.88
2435,5BZBJ1459+3141,14 59 48.67,+31 41 12.51
2436,5BZQJ1459+3337,14 59 58.44,+33 37 01.59
2437,5BZQJ1500+4751,15 00 48.65,+47 51 15.51
2438,5BZBJ1501+2238,15 01 01.83,+22 38 06.28
2439,5BZBJ1501+5527,15 01 06.25,+55 27 50.79
2440,5BZQJ1501-3828,15 01 40.49,-38 28 18.08
2441,5BZGJ1502+2528,15 02 08.86,+25 28 32.59
2442,5BZBJ1502+3350,15 02 33.95,+33 50 55.71
2443,5BZBJ1503-1541,15 03 40.68,-15 41 13.88
2444,5BZBJ1503+4759,15 03 47.99,+47 59 30.98
2445,5BZGJ1504-0248,15 04 07.5,-02 48 16.48
2446,5BZQJ1504+0813,15 04 24.12,+08 13 39.61
2447,5BZQJ1504+1029,15 04 24.97,+10 29 39.19
2448,5BZBJ1505-3432,15 05 02.36,-34 32 56.79
2449,5BZQJ1505+0326,15 05 06.47,+03 26 30.8
2450,5BZQJ1506+3730,15 06 09.53,+37 30 51.08
2451,5BZBJ1506+4334,15 06 17.63,+43 34 13.51
2452,5BZQJ1506+8319,15 06 24.72,+83 19 27.98
2453,5BZBJ1506-0540,15 06 37.0,-05 40 05.01
2454,5BZQJ1506-4008,15 06 37.19,-40 07 59.98
2455,5BZQJ1506+4933,15 06 44.1,+49 33 55.8
2456,5BZBJ1506+0814,15 06 44.46,+08 14 00.59
2457,5BZQJ1506+4239,15 06 53.04,+42 39 23.0
2458,5BZGJ1506+0219,15 06 53.81,+02 19 04.0
2459,5BZQJ1507-1652,15 07 04.79,-16 52 30.28
2460,5BZQJ1507+0415,15 07 59.72,+04 15 11.98
2461,5BZQJ1508+3347,15 08 23.71,+33 47 00.59
2462,5BZQJ1508+5604,15 08 24.72,+56 04 23.3
2463,5BZQJ1508-1548,15 08 35.68,-15 48 31.39
2464,5BZBJ1508+2709,15 08 42.6,+27 09 07.7
2465,5BZQJ1509-4340,15 09 35.69,-43 40 32.08
2466,5BZBJ1509+5556,15 09 47.94,+55 56 17.3
2467,5BZQJ1510+5702,15 10 02.92,+57 02 43.4
2468,5BZGJ1510+3335,15 10 41.1,+33 35 04.7
2469,5BZQJ1510-0543,15 10 53.58,-05 43 07.39
2470,5BZUJ1511+0518,15 11 41.27,+05 18 09.28
2471,5BZQJ1511-3242,15 11 50.41,-32 42 55.18
2472,5BZGJ1512+0203,15 12 15.75,+02 03 16.99
2473,5BZQJ1512-0905,15 12 50.52,-09 05 59.78
2474,5BZQJ1513-3209,15 13 21.77,-32 09 32.61
2475,5BZQJ1513-1012,15 13 44.88,-10 12 00.28
2476,5BZQJ1513-2114,15 13 56.97,-21 14 57.51
2477,5BZBJ1514+1903,15 14 33.74,+19 03 19.51
2478,5BZQJ1514+4450,15 14 36.64,+44 50 04.09
2479,5BZQJ1514-4748,15 14 40.02,-47 48 29.91
2480,5BZQJ1515+5934,15 15 26.68,+59 34 53.0
2481,5BZGJ1515+2426,15 15 56.18,+24 26 20.11
2482,5BZBJ1516-1523,15 16 18.49,-15 23 44.98
2483,5BZGJ1516+0015,15 16 40.21,+00 15 01.9
2484,5BZGJ1516+2918,15 16 41.58,+29 18 09.21
2485,5BZBJ1516+1932,15 16 56.8,+19 32 12.98
2486,5BZQJ1517+1332,15 17 17.15,+13 32 24.39
2487,5BZBJ1517-2422,15 17 41.81,-24 22 19.48
2488,5BZBJ1517+6525,15 17 47.57,+65 25 23.3
2489,5BZGJ1518+4045,15 18 38.89,+40 45 00.21
2490,5BZBJ1520+5542,15 20 34.97,+55 42 56.98
2491,5BZQJ1520+4211,15 20 39.71,+42 11 11.29
2492,5BZQJ1520+0732,15 20 45.53,+07 32 30.19
2493,5BZBJ1520-0348,15 20 48.9,-03 48 51.4
2494,5BZQJ1521+4336,15 21 49.61,+43 36 39.31
2495,5BZQJ1522+3144,15 22 09.98,+31 44 14.38
2496,5BZQJ1522-2936,15 22 25.49,-29 36 25.3
2497,5BZBJ1522-2730,15 22 37.68,-27 30 10.8
2498,5BZBJ1523+4606,15 23 21.78,+46 06 48.81
2499,5BZQJ1524+1521,15 24 41.61,+15 21 21.09
2500,5BZQJ1525+1107,15 25 02.93,+11 07 44.11
2501,5BZBJ1525+2153,15 25 07.68,+21 53 43.0
2502,5BZQJ1525+4201,15 25 23.54,+42 01 17.0
2503,5BZQJ1525+3544,15 25 44.71,+35 44 46.89
2504,5BZQJ1526-0425,15 26 15.01,-04 25 09.98
2505,5BZQJ1526+6650,15 26 42.86,+66 50 54.6
2506,5BZQJ1526+0959,15 26 46.34,+09 59 10.5
2507,5BZQJ1527+3115,15 27 18.73,+31 15 24.4
2508,5BZBJ1529+3812,15 29 13.55,+38 12 17.49
2509,5BZBJ1530+5736,15 30 58.18,+57 36 25.19
2510,5BZQJ1531+4356,15 31 02.47,+43 56 37.6
2511,5BZGJ1531+0852,15 31 37.03,+08 52 43.21
2512,5BZGJ1531+4659,15 31 49.48,+46 59 13.81
2513,5BZGJ1532+3016,15 32 02.23,+30 16 28.99
2514,5BZQJ1532-2716,15 32 02.57,-27 16 37.88
2515,5BZQJ1532-2310,15 32 31.35,-23 10 32.91
2516,5BZQJ1532+5130,15 32 32.29,+51 30 02.19
2517,5BZGJ1532+3020,15 32 53.79,+30 20 59.49
2518,5BZBJ1533+1854,15 33 11.25,+18 54 29.19
2519,5BZQJ1533-0421,15 33 14.21,-04 21 16.59
2520,5BZBJ1533+3416,15 33 24.24,+34 16 40.18
2521,5BZQJ1534+4823,15 34 04.86,+48 23 40.88
2522,5BZQJ1534+4920,15 34 32.56,+49 20 49.2
2523,5BZBJ1534+3715,15 34 47.2,+37 15 54.61
2524,5BZQJ1534+0131,15 34 52.44,+01 31 04.18
2525,5BZQJ1534-3526,15 34 54.68,-35 26 23.49
2526,5BZQJ1534+5839,15 34 57.24,+58 39 23.5
2527,5BZBJ1535+5320,15 35 00.81,+53 20 37.21
2528,5BZQJ1535+1954,15 35 16.55,+19 54 51.29
2529,5BZBJ1535+3922,15 35 29.02,+39 22 46.7
2530,5BZQJ1535+4957,15 35 52.03,+49 57 39.09
2531,5BZUJ1536+3742,15 36 27.95,+37 42 06.91
2532,5BZBJ1536+0138,15 36 46.74,+01 37 59.98
2533,5BZBJ1536-3151,15 36 54.49,-31 51 15.08
2534,5BZQJ1537-1527,15 37 41.57,-15 27 12.49
2535,5BZQJ1538+4105,15 38 18.58,+41 05 48.3
2536,5BZBJ1539-0658,15 39 09.6,-06 58 42.99
2537,5BZQJ1539+3104,15 39 16.17,+31 04 07.71
2538,5BZBJ1539+4217,15 39 25.67,+42 17 28.1
2539,5BZQJ1539+2744,15 39 39.13,+27 44 38.18
2540,5BZGJ1539+4143,15 39 51.37,+41 43 25.28
2541,5BZBJ1540+8155,15 40 15.68,+81 55 05.59
2542,5BZBJ1540+1447,15 40 49.49,+14 47 45.88
2543,5BZQJ1542+4938,15 42 32.03,+49 38 42.5
2544,5BZBJ1542+6129,15 42 56.93,+61 29 55.28
2545,5BZQJ1543+1847,15 43 43.8,+18 47 19.78
2546,5BZQJ1544+3240,15 44 05.65,+32 40 48.28
2547,5BZGJ1544+0458,15 44 18.71,+04 58 21.89
2548,5BZGJ1544+5017,15 44 42.93,+50 17 11.5
2549,5BZQJ1545+5135,15 45 02.82,+51 35 00.88
2550,5BZUJ1545+5259,15 45 04.91,+52 59 25.51
2551,5BZQJ1545+4751,15 45 08.52,+47 51 54.68
2552,5BZQJ1545+3452,15 45 10.96,+34 52 46.99
2553,5BZBJ1546+0819,15 46 04.25,+08 19 13.4
2554,5BZUJ1546+0026,15 46 09.53,+00 26 24.61
2555,5BZBJ1546+1817,15 46 23.7,+18 17 15.28
2556,5BZBJ1546-6837,15 46 44.34,-68 37 29.89
2557,5BZQJ1548+3511,15 48 17.92,+35 11 27.99
2558,5BZGJ1548+6310,15 48 28.42,+63 10 51.09
2559,5BZBJ1548-2251,15 48 49.77,-22 51 02.48
2560,5BZQJ1548+1727,15 48 55.09,+17 27 41.11
2561,5BZQJ1549+5038,15 49 17.46,+50 38 05.78
2562,5BZQJ1549+0237,15 49 29.44,+02 37 01.19
2563,5BZQJ1550+0527,15 50 35.27,+05 27 10.4
2564,5BZUJ1550+1120,15 50 43.59,+11 20 47.4
2565,5BZQJ1551+5806,15 51 58.2,+58 06 44.38
2566,5BZBJ1552+0850,15 52 03.25,+08 50 47.29
2567,5BZGJ1552+3159,15 52 10.22,+31 59 09.09
2568,5BZBJ1553+0601,15 53 31.06,+06 01 43.78
2569,5BZQJ1553+1256,15 53 32.69,+12 56 51.68
2570,5BZBJ1553-3118,15 53 33.55,-31 18 30.88
2571,5BZQJ1554-2704,15 54 02.46,-27 04 40.18
2572,5BZBJ1554+2414,15 54 12.06,+24 14 26.8
2573,5BZBJ1554+2011,15 54 24.12,+20 11 25.4
2574,5BZBJ1555+2141,15 55 00.58,+21 41 59.78
2575,5BZQJ1555-0326,15 55 30.75,-03 26 49.48
2576,5BZBJ1555+1111,15 55 43.03,+11 11 24.39
2577,5BZQJ1556+3517,15 56 33.77,+35 17 57.3
2578,5BZQJ1556-7914,15 56 58.86,-79 14 04.3
2579,5BZUJ1557+3304,15 57 29.94,+33 04 46.88
2580,5BZQJ1557-0001,15 57 51.42,-00 01 50.41
2581,5BZBJ1558+5625,15 58 48.29,+56 25 14.08
2582,5BZBJ1558+0228,15 58 48.36,+02 28 18.58
2583,5BZQJ1558+3323,15 58 55.19,+33 23 18.6
2584,5BZBJ1559+4516,15 59 00.62,+45 16 57.21
2585,5BZQJ1559+0304,15 59 30.96,+03 04 48.28
2586,5BZQJ1559-2442,15 59 41.4,-24 42 38.8
2587,5BZBJ1559+2316,15 59 52.2,+23 16 56.71
2588,5BZBJ1601+0631,16 01 18.95,+06 31 36.01
2589,5BZUJ1602+3326,16 02 07.26,+33 26 53.08
2590,5BZBJ1602+3051,16 02 18.09,+30 51 09.28
2591,5BZUJ1602+2646,16 02 39.61,+26 46 05.98
2592,5BZUJ1603+1554,16 03 38.05,+15 54 02.41
2593,5BZBJ1603+5009,16 03 39.49,+50 09 55.4
2594,5BZBJ1603+1105,16 03 41.93,+11 05 48.69
2595,5BZBJ1603-4904,16 03 50.68,-49 04 05.48
2596,5BZQJ1603+5730,16 03 55.92,+57 30 54.39
2597,5BZBJ1604-4441,16 04 31.02,-44 41 31.99
2598,5BZBJ1604+1733,16 04 36.65,+17 33 24.98
2599,5BZQJ1604+5714,16 04 37.34,+57 14 36.7
2600,5BZGJ1604+3345,16 04 46.51,+33 45 21.81
2601,5BZBJ1605+5421,16 05 19.06,+54 21 00.0
2602,5BZQJ1605+3001,16 05 33.05,+30 01 29.71
2603,5BZQJ1606+2032,16 06 05.82,+20 32 08.7
2604,5BZBJ1606+1345,16 06 18.37,+13 45 32.79
2605,5BZBJ1606+5630,16 06 20.87,+56 30 17.49
2606,5BZQJ1606+5405,16 06 23.57,+54 05 55.78
2607,5BZQJ1606+2717,16 06 58.3,+27 17 05.6
2608,5BZBJ1607+1551,16 07 06.42,+15 51 34.41
2609,5BZBJ1607+2541,16 07 40.59,+25 41 15.68
2610,5BZUJ1608+6018,16 08 20.53,+60 18 28.18
2611,5BZQJ1608+5613,16 08 20.75,+56 13 56.38
2612,5BZQJ1608+4012,16 08 22.15,+40 12 17.78
2613,5BZQJ1608+1029,16 08 46.19,+10 29 07.8
2614,5BZBJ1609+3421,16 09 09.77,+34 21 54.1
2615,5BZQJ1609+5354,16 09 13.19,+53 54 29.7
2616,5BZBJ1610+4516,16 10 03.36,+45 16 41.8
2617,5BZBJ1610+6710,16 10 04.07,+67 10 26.4
2618,5BZQJ1610-3958,16 10 21.88,-39 58 58.29
2619,5BZQJ1610+2414,16 10 42.02,+24 14 48.98
2620,5BZBJ1610-6649,16 10 46.44,-66 49 01.19
2621,5BZBJ1612-0438,16 12 04.87,-04 38 15.39
2622,5BZQJ1612-2239,16 12 28.4,-22 39 47.08
2623,5BZQJ1613+3412,16 13 41.05,+34 12 47.91
2624,5BZBJ1614+2036,16 14 09.42,+20 36 02.08
2625,5BZBJ1614+0047,16 14 15.19,+00 47 21.98
2626,5BZQJ1614+3746,16 14 46.95,+37 46 07.28
2627,5BZQJ1616+3023,16 16 02.58,+30 23 39.8
2628,5BZQJ1616+4632,16 16 03.77,+46 32 25.18
2629,5BZQJ1616+3636,16 16 06.01,+36 36 14.39
2630,5BZBJ1616+2241,16 16 08.47,+22 41 07.4
2631,5BZQJ1616-7108,16 16 30.64,-71 08 31.41
2632,5BZGJ1616+3756,16 16 32.92,+37 56 03.51
2633,5BZBJ1616+3330,16 16 33.78,+33 30 43.41
2634,5BZQJ1616+0459,16 16 37.56,+04 59 32.71
2635,5BZQJ1616+3621,16 16 55.57,+36 21 34.48
2636,5BZBJ1617+4106,16 17 06.31,+41 06 47.01
2637,5BZQJ1617+3801,16 17 48.41,+38 01 41.8
2638,5BZQJ1617-7717,16 17 49.27,-77 17 18.49
2639,5BZQJ1617+0246,16 17 49.91,+02 46 43.1
2640,5BZBJ1618+3632,16 18 23.58,+36 32 01.78
2641,5BZQJ1618+0819,16 18 26.93,+08 19 50.7
2642,5BZBJ1618+0622,16 18 30.59,+06 22 11.38
